站號,站名,地址,站別,區域,資料起始日期,撤站日期,城市,經度,緯度,海拔高度(m),備註,原站號,新站號,運作狀態
C1K320,阿丹,斗南鎮將軍里溫厝1號(雲林縣斗南鎮重光國民小學內),自動站,中部,1993/1/1,2015/5/27,雲林縣,120.511894,23.657989,51,,,,已撤站
C1K340,土庫,土庫鎮石廟里復興路16號(雲林縣土庫國民中學內),自動站,中部,1992/12/24,2015/5/28,雲林縣,120.389883,23.688008,33,,,,已撤站
C1K350,北港,北港鎮光復路2號(北港糖廠內),自動站,中部,1992/12/5,2015/5/26,雲林縣,120.295261,23.56895,24,,,,已撤站
C1K380,山豬湖,古坑鄉華山村松林路41號旁約100公尺,自動站,中部,2002/4/9,2015/2/25,雲林縣,120.601211,23.586711,649,,,,已撤站
C1K540,口湖,口湖鄉口湖村中正路一段280號(口湖消防分隊),自動站,中部,2015/10/30,,雲林縣,120.180517,23.585344,15,,,,運行中
C1M390,龍美,番路鄉公興村隆美地區(舊地名為瀨頭)私人茶園內,自動站,中部,1988/10/7,,嘉義縣,120.654417,23.406728,1090,本站於2013/4/27進⾏儀器汰換，並於2013/8/1完成驗收。,,,運行中
C1M400,菜瓜坪,大埔鄉西興村,自動站,中部,1988/10/7,,嘉義縣,120.576103,23.251928,369,本站於2013/4/18進⾏儀器汰換，並於2013/8/1完成驗收。,,,運行中
C1M440,新高口,阿里山鄉新高口臺(阿里山遊樂區往18號公路)(阿里山事業區221林班地),自動站,中部,1992/1/21,2015/4/12,,,,,,,,已撤站
C1M450,中坑,大林鎮大糖里399號大埔美農場(中坑段中坑128號),自動站,中部,1992/12/10,2015/6/5,嘉義縣,120.525597,23.561186,167,,,,已撤站
C1M460,溪口,溪口鄉中正東路103號(嘉義縣立溪口國民中學內),自動站,中部,1992/12/5,2015/5/20,嘉義縣,120.404292,23.604006,14,,,,已撤站
C1M470,鰲鼓,東石鄉鰲鼓村四股67號(臺灣糖業公司鰲鼓農場),自動站,中部,1992/12/5,2015/5/25,嘉義縣,120.148878,23.505225,23,,,,已撤站
C1M480,獨立山,竹崎鄉(獨立山三角點旁),自動站,中部,1992/12/31,,嘉義縣,120.607797,23.537022,840,原名為樟腦寮，於2015/7/15更名為獨⽴⼭。本站於2015/7/13起進⾏儀器汰換，並於2015/12/31完成驗收。,,,運行中
C1M490,內埔,竹崎鄉內埔村元興路2號(嘉義縣竹崎鄉內埔國民小學內),自動站,中部,1992/12/12,2015/6/3,嘉義縣,120.564236,23.485408,130,,,,已撤站
C1M500,魚寮,太保市港尾村農場1號白鴿厝農場(白鴿厝段白鴿厝小段139內號),自動站,中部,1992/12/5,2015/5/21,嘉義縣,120.362269,23.478275,41,,,,已撤站
C1M510,朴子,朴子市德奐里120號(農業改良場朴子分場),自動站,中部,1992/12/5,2015/5/26,嘉義縣,120.257733,23.469764,8,,,,已撤站
C1M520,東後寮,義竹鄉東光村東後寮農場(新庄段新庄小段33號),自動站,中部,1992/12/5,2015/4/27,嘉義縣,120.248411,23.369708,6,因擴充為氣象站，於2015/7/1升級為(C0M520)站。,,C0M520,已撤站
C1M540,小公田,番路鄉分水嶺休息站後方山丘上,自動站,中部,1992/12/5,2015/6/3,嘉義縣,120.581031,23.361778,768,,,,已撤站
C1M550,中埔,中埔鄉中埔村177號(中埔國民中學內),自動站,中部,1992/12/5,2005/12/1,嘉義縣,120.520338,23.42353,110,因移位，於2006/3/27更變為(C1M551)站。,,C1M551,已撤站
C1M551,中埔,中埔鄉中埔村中正路1號(中埔國民小學校園內),自動站,中部,2006/3/27,2015/6/3,嘉義縣,120.523753,23.421119,110,原(C1M550)站因移位，於2006/3/27更變為(C1M551)站。,C1M550,,已撤站
C1M560,南靖,水上鄉靖和村1號南靖糖廠(南靖段867內號),自動站,中部,1992/12/5,2015/5/26,嘉義縣,120.384106,23.412433,43,,,,已撤站
C1M570,大湖,番路鄉大湖村五鄰下坪8號(嘉義縣番路鄉大湖國民小學內),自動站,中部,1992/12/5,2018/12/18,嘉義縣,120.620216,23.474958,728,原⼤湖(C1M57)站因觀測位置不佳，故於2015/7/1遷移⾄原址鄰近旁建物樓頂並進⾏儀器汰換。,,,已撤站
C1M600,頭凍,番路鄉阿里山公路23k處轉入興社產業道路盡頭,自動站,中部,2002/4/11,,嘉義縣,120.603339,23.406364,986,本站於2015/7/2起進⾏儀器汰換，並於2015/12/31完成驗收。,,,運行中
C1M610,石磐龍,竹崎鄉光華村,自動站,中部,2002/4/10,,嘉義縣,120.663506,23.496606,1083,本站於2015/6/11起進⾏儀器汰換，並於2015/12/31完成驗收。,,,運行中
C1M620,瑞里,梅山鄉瑞里派出所旁小路至站址(公墓旁)車程約10分鐘,自動站,中部,2002/4/17,2024/6/20,嘉義縣,120.675197,23.545133,1252,於2024/06/20撤銷。,,C2M620,已撤站
C1M630,豐山,阿里山鄉豐山村石鼓磐98號旁約200公尺處,自動站,中部,2002/5/17,2013/10/4,嘉義縣,120.748825,23.595089,1052,,,,已撤站
C1M640,十字,阿里山鄉十字村16號（十字國小樓頂）,自動站,中部,2019/1/1,,嘉義縣,120.753683,23.492153,1567,,,,運行中
C1M870,國三N285K,國道3號北向285K,自動站,中部,2021/1/26,,嘉義縣,120.505833,23.550319,121,,,,運行中
C1N000,沙崙,歸仁區沙崙里184號北沙崙農場,自動站,南部,1992/1/21,2013/7/31,臺南市,120.309201,22.93576,25,因儀器汰換，於2013/8/1更變為(C1N001)站。,,C1N001,已撤站
C1N001,沙崙,歸仁區沙崙里184號北沙崙農場,自動站,南部,2013/8/1,,臺南市,120.309406,22.935472,24,原(C1N000)站因儀器汰換，於2013/8/1更變為(C1N001)站。,C1N000,,運行中
C1O820,左鎮,左鎮區71301中正里7號(左鎮國民小學內),自動站,南部,1988/10/7,2013/3/8,臺南市,120.404192,23.055114,30,,,,已撤站
C1O830,北寮,南化區北寮里48-4號,自動站,南部,1988/10/7,2013/3/11,臺南市,120.494487,23.079641,105,因擴充為氣象站，於2013/4/18升級為(C0O830)站。,,C0O830,已撤站
C1O840,王爺宮,六甲區王爺里9鄰王爺宮15號,自動站,南部,1988/10/8,2013/8/14,臺南市,120.399217,23.220756,144,因觀測條件不佳及擴充為氣象站，於2013/12/1升級為(C0O840)站。,,C0O840,已撤站
C1O850,環湖,大內區頭社里10號(大內國小鳴頭分校內),自動站,南部,1988/10/7,2025/12/24,臺南市,120.418633,23.148617,44,本站於2013/4/26進⾏儀器汰換，並於2013/8/1完成驗收。原(C1O850)⾃動⾬量站，於2026/03/16完成儀器汰換，轉為(C2O850)農業站。,,C2O850,已撤站
C1O860,大內,大內區74201大內里63號(大內國民小學),自動站,南部,1988/10/7,2013/7/31,臺南市,120.361431,23.120198,61,因擴充為氣象站，於2013/8/1升級為(C0O860)站。,,C0O860,已撤站
C1O870,大棟山,白河區大棟山三角點,自動站,南部,1988/10/7,,臺南市,120.52226,23.31157,1249,,,,運行中
C1O880,關山,南化區關山里西阿里關83號(瑞峰國小附近),自動站,南部,1988/10/7,2026/1/2,臺南市,120.594092,23.173397,223,本站於2013/4/16進⾏儀器汰換，並於2013/8/1完成驗收。原(C1O880)⾃動⾬量站，於2026/03/16完成儀器汰換，轉為(C2O880)農業站並更改站名為南化。,,C2O880,已撤站
C1O920,楠西,楠西區中興路107號(楠西國民中學內),自動站,南部,1988/10/7,2013/3/7,臺南市,120.484494,23.183251,150,因儀器汰換，於2013/4/18更變為(C1O921)站。,,C1O921,已撤站
C1O921,楠西,楠西區中興路107號(楠西國民中學內),自動站,南部,2013/4/18,,臺南市,120.484083,23.183511,115,原(C1O920)站因儀器汰換，於2013/4/18更變為(C1O921)站。,C1O920,,運行中
C1O940,東山服務區,國道3號北向319.9K,自動站,南部,2021/10/2,,臺南市,120.398472,23.286016,55,2023/02/01-2023/07/31為施⼯期間，停⽌接收資料。,,,運行中
C1O950,和順,安南區公學路6段589號(學東國民小學分校內),自動站,南部,1992/1/21,2013/7/31,臺南市,120.144771,23.076599,4,因擴充為氣象站，於2013/8/1升級為(C0O950)站。,,C0O950,已撤站
C1O960,崎頂,龍崎區中坑里5鄰13號,自動站,南部,1992/1/21,2013/2/23,臺南市,120.368922,22.959647,80,因擴充為氣象站，於2013/2/23升級為(C0O960)站，2013/4/18完成驗收。,,C0O960,已撤站
C1O970,虎頭埤,新化區口埤18號(新化分場),自動站,南部,1992/1/21,2013/7/31,臺南市,120.347816,23.021318,60,因擴充為氣象站，於2013/8/1升級為(C0O970)站。,,C0O970,已撤站
C1O980,新市,新市區永就里53號(番子寮農場),自動站,南部,1992/1/21,2013/7/31,臺南市,120.298659,23.062151,76,因擴充為氣象站，於2013/8/1升級為(C0O980)站。,,C0O980,已撤站
C1O990,媽廟,歸仁區中正北路3段60號(保西國民小學內),自動站,南部,1992/1/21,2013/7/31,臺南市,120.293374,22.991591,23,因擴充為氣象站，於2013/8/1升級為(C0O990)站。,,C0O990,已撤站
C1P9A0,三爺,路竹區82108三爺里民權路7號(三埤國民小學),自動站,南部,1992/1/22,2013/10/1,⾼雄市,120.279931,22.837064,35,原(C1R180)站因縣市代碼不符，於2008/2/25重新編碼為(C1P9A0)站。,C1R180,,已撤站
C1R090,里港,里港鄉中和村中和路14-9號,自動站,南部,1992/1/22,2013/6/20,屏東縣,120.496642,22.800208,42,,,,已撤站
C1R110,口社,三地門鄉口社村5鄰信義巷58-5號,自動站,南部,1992/1/22,2026/5/29,屏東縣,120.645222,22.770111,110,本站於2013/9/3進⾏儀器汰換，並於2013/12/1完成驗收。於2026/5/29撤銷。,,,已撤站
C1R120,上德文,三地門鄉德文村口之公墓旁,自動站,南部,1992/1/22,2026/3/11,屏東縣,120.704442,22.763272,820,本站於2013/6/5進⾏儀器汰換，並於2013/8/1完成驗收。於2026/3/11撤銷。,,,已撤站
C1R130,阿禮,霧臺鄉(屏東事業區第46林班)由山地文化村開車約2小時需徒步轉波站前面,自動站,南部,1992/1/22,2013/7/31,屏東縣,120.743634,22.742678,1040,因擴充為氣象站，於2013/8/1升級為(C0R130)站。,,C0R130,已撤站
C1R140,瑪家,瑪家鄉瑪家村4鄰24號(後山),自動站,南部,1992/1/22,2013/7/31,屏東縣,120.686961,22.682961,740,因擴充為氣象站，於2013/8/1升級為(C0R140)站。,,C0R140,已撤站
C1R160,新圍,鹽埔鄉彭厝國民小學校園,自動站,南部,1992/1/22,2013/8/12,屏東縣,120.530778,22.739558,45,於2013/12/1變更為(C0R160)站。,,C0R160,已撤站
C1R170,屏東,屏東市復興路245號(台灣糖業公司屏東區處場區內),自動站,南部,1992/1/22,2013/8/8,屏東縣,120.494072,22.660269,26,2013/12/1變更為(C0R170)站。,,C0R170,已撤站
C1R180,三爺,路竹區三爺里民權路7號(三埤國民小學),自動站,南部,1992/1/22,2008/2/24,⾼雄市,120.280025,22.836591,35,原(C1R180)站因縣市代碼不符，於2008/2/25重新編碼為(C1P9A0)站。,,C1P9A0,已撤站
C1R190,赤山,萬巒鄉東山路1號赤山農場(赤山段217號),自動站,南部,1992/1/22,2013/9/30,屏東縣,120.616397,22.591024,48,因觀測環境不佳，於2013/12/1遷移⾄(C0R190)站。,,C0R190,已撤站
C1R200,龍泉,內埔鄉龍泉村原勝路6號(崇文國民小學內),自動站,南部,1992/1/22,2013/7/31,屏東縣,120.602242,22.667135,61,因儀器汰換，於2013/8/1更變為(C1R201)站。,,C1R201,
C1R201,龍泉,內埔鄉龍泉村原勝路6號(崇文國民小學內),自動站,南部,2013/8/1,2018/7/11,屏東縣,120.602017,22.667097,63,原(C1R200)站因儀器汰換，於2013/8/1更變為(C1R201)站。,C1R200,,已撤站
C1R210,麟洛,麟洛鄉新田村信義路農場巷10號月縊寮溪農場(麟洛段1689號),自動站,南部,1992/1/22,2013/6/19,屏東縣,120.551758,22.657333,54,,,,已撤站
C1R230,南州,南州鄉溪北村永安路1號(南州糖廠內),自動站,南部,1992/1/22,2013/6/13,屏東縣,120.516456,22.492611,20,,,,已撤站
C1R240,來義,萬巒鄉新隆路64號萬隆農場(佳佐段180號),自動站,南部,1996/8/22,2013/9/24,屏東縣,120.625111,22.527306,87,因擴充為氣象站，於2013/12/1升級為(C0R240)站。,,C0R240,已撤站
C1R250,力里,春日鄉七佳村自強一路92號(力里國民小學內),自動站,南部,1997/8/20,,屏東縣,120.629228,22.428117,92,本站因儀器汰換，⾃2013/8/27起暫停資料提供，並於2013/12/1完成驗收。,,,運行中
C1R260,春日,春日鄉春日國民小學內,自動站,南部,1996/9/4,2013/8/30,屏東縣,120.628306,22.370361,76,因擴充為氣象站，於2013/12/1升級為(C0R260)站。,,C0R260,已撤站
C1R290,石門山,牡丹鄉石門古戰場(恆春事業區29林班地),自動站,南部,1997/7/1,,屏東縣,120.756597,22.112611,260,本站於2019/09/08進⾏儀器汰換，於2019/11/28完成驗收。,,,運行中
C1R300,旭海,牡丹鄉旭海村6號(旭海分駐所對面平地上),自動站,南部,1997/5/1,2019/9/11,屏東縣,120.887671,22.194639,13,,,,已撤站
C1R310,壽卡,牡丹鄉(潮州事業區46林班地)電信轉播站後方,自動站,南部,1997/5/5,2015/4/13,屏東縣,120.858903,22.238911,489,原(C1R310)站因縣市代碼不符，於2015/4/13重新編碼為(C1S880)站。,,C1S880,已撤站
C1R320,車城,車城鄉福興村中山路66號(車城國民小學操場旁),自動站,南部,1997/5/8,2019/8/28,屏東縣,120.716247,22.0744,7,因擴充氣象站，原氣象站(C1R320)，於2019/11/28升級為氣象站，變更站碼為(C0R320)。,,C0R320,已撤站
C1R330,枋山,枋山鄉中山路三段52號加祿國小成功分班內（廢校中）,自動站,南部,1997/5/7,2019/8/17,屏東縣,120.661078,22.246861,9,,,,已撤站
C1R340,牡丹,牡丹鄉恆春事業區第二五林班(199縣道23k-23.5k間之側坡地上),自動站,南部,1999/4/12,2019/9/18,屏東縣,120.792611,22.130014,230,原(C0R340)站於1999/4/12變更為(C1R340)站。因擴充氣象站，原氣象站(C1R340)，於2019/11/28升級為氣象站，變更站碼為(C0R341)。,C0R340,C0R341,已撤站
C1R440,大漢山,春日鄉大漢山頂,自動站,南部,2011/10/30,2019/8/18,屏東縣,120.753181,22.405264,1654,因擴充氣象站，原氣象站(C1R440)，於2019/11/28升級為氣象站，變更站碼為(C0R440)。,,C0R440,已撤站
C1R610,西大武山,泰武鄉北大武山步道2.6k,自動站,南部,2013/10/27,,屏東縣,120.7322,22.617719,1828,,,,運行中
C1R630,龍泉,內埔鄉大新路109號（屏東縣新生國民小學）,自動站,南部,2018/8/11,,屏東縣,120.59091,22.66701,60,,,,運行中
C1S620,土阪,達仁鄉土阪村1鄰10號(土阪國民小學操場旁),自動站,東部,1997/4/28,2019/3/23,臺東縣,120.887556,22.453108,122,因擴充氣象站，於2019/3/23施⼯變更為(C0SA80)站。,,C0SA80,已撤站
C1S630,都蘭,東河鄉都蘭村431號(都蘭國民小學操場旁),自動站,東部,1997/4/30,2019/3/29,臺東縣,121.227975,22.878397,23,原(C1S630)站因移位，於2019/03/29變更為(C1SA70)站。,,C1SA70,已撤站
C1S640,東河,東河鄉北東河17鄰26號(東河國民小學操場旁),自動站,東部,1997/4/30,2004/5/31,臺東縣,121.30641,22.971819,65,站因擴充為氣象站，於2004/6/1升級為(C0S810)站。,,C0S810,已撤站
C1S650,長濱,長濱鄉竹湖村移民橋後方山頂三角點旁,自動站,東部,1997/4/30,2004/5/31,臺東縣,121.411975,23.286817,288,因擴充為氣象站，於2004/6/1升級為(C0S830)站。,,C0S830,已撤站
C1S660,下馬,海端鄉廢棄下馬派出所旁,自動站,東部,1997/5/17,2019/4/18,臺東縣,121.070025,23.150194,794,因擴充為氣象站，於2019/4/18升級為(C0S660)站。,,C0S660,已撤站
C1S670,摩天,海端鄉(省道臺20線169K福德宮後方),自動站,東部,1997/5/17,,臺東縣,121.027,23.199503,1580,本站於2019/4/17起進⾏儀器汰換，於2019/6/7完成驗收。,,,運行中
C1S800,華源,太麻里鄉華源村,自動站,東部,2004/4/12,2026/1/9,臺東縣,121.02325,22.657883,80,本站於2019/2/24起進⾏儀器汰換，於2019/6/7完成驗收。原(C1S800)⾃動⾬量站，於2026/03/16完成儀器汰換，轉為(C2S800)農業站。,,C2S800,已撤站
C1S820,金峰,金峰鄉嘉蘭村嘉蘭國小旁,自動站,東部,2004/4/12,,臺東縣,120.933236,22.590969,177,本站於2019/3/6起進⾏儀器汰換，於2019/6/7完成驗收。,,,運行中
C1S850,豐南,富里鄉豐南村花82縣道盡頭叉路1k旁,自動站,東部,2011/10/26,,花蓮縣,121.262389,23.122139,489,本站於2019/4/20起進行儀器汰換，於2019/6/7完成驗收。,,,運行中
C1S860,利嘉,卑南鄉利嘉林道6k附近梅子園,自動站,東部,2011/10/27,,臺東縣,121.050528,22.809417,516,本站於2019/2/22起進⾏儀器汰換，於2019/6/7完成驗收。,,,運行中
C1S870,南美山,成功鎮南美山產業道路盡頭柑橘園,自動站,東部,2011/10/25,,臺東縣,121.382333,23.15025,222,本站於2019/3/28起進⾏儀器汰換，於2019/6/7完成驗收。,,,運行中
C1S880,壽卡,達仁鄉(大武事業區第48林班內)電信轉播站後方,自動站,東部,1997/5/5,,臺東縣,120.858903,22.238911,474,原(C1R310)站因縣市代碼不符，於2015/4/13重新編碼為(C1S880)站。本站於2019/09/17進⾏儀器汰換，於2019/11/28完成驗收。,C1R310,,運行中
C1SA50,利嘉林道,卑南鄉利嘉林道17K處,自動站,東部,2020/4/9,,臺東縣,121.009389,22.82325,1235,,,,運行中
C1SA70,都蘭,東河鄉都蘭村431號(都蘭國民小學教室頂樓),自動站,東部,2019/6/7,,臺東縣,121.226881,22.87794,62,原(C1S630)站因移位，於2019/6/7更變為(C1SA70)站。,C1S630,,運行中
C1T800,洛韶,秀林鄉富世村中橫公路洛韶11號旁,自動站,東部,1995/6/27,,花蓮縣,121.453956,24.204558,1260,本站於2017/9/21起進⾏儀器汰換，於2017/12/1完成驗收。,,,運行中
C1T810,慈恩,秀林鄉富世村關原路3號(救國團慈恩山莊),自動站,東部,1995/6/27,,花蓮縣,121.388386,24.192044,2049,本站於2017/9/26進⾏儀器汰換，於2017/12/1完成驗收。,,,運行中
C1T830,布洛灣,秀林鄉布洛灣地區(布洛灣遊客中心圓環之廣場旁邊),自動站,東部,1995/6/27,,花蓮縣,121.57127,24.17184,675,本站於2017/9/15起進⾏儀器汰換，於2017/12/1完成驗收。,,,運行中
C1T850,吉安,吉安鄉吉安村吉安路2段97號(吉安國民小學教室之屋頂上),自動站,東部,1995/5/3,2017/5/5,花蓮縣,121.562756,23.973325,50,,,,已撤站
C1T860,銅門,秀林鄉銅門村12鄰108號(銅門國小後面農地上),自動站,東部,1995/4/18,2017/5/4,花蓮縣,121.492692,23.966031,168,因移位，本站於2017/3/29起進⾏儀器汰換，於2017/6/3變更為(C1Z130)站。,,C1Z130,已撤站
C1T880,吳全城,壽豐鄉平和村吳全10號(和平國小之吳全國小操場旁),自動站,東部,1995/4/15,2013/11/26,花蓮縣,121.547933,23.886928,27,,,,已撤站
C1T890,壽豐,壽豐鄉壽豐村壽山路19號(壽豐國民小學操場旁),自動站,東部,1995/4/28,2017/5/2,花蓮縣,121.507878,23.869097,40,因移位，本站於2017/5/2起進行儀器汰換，於2017/6/3變更為(C1Z120)站。,,C1Z120,
C1T900,西林,萬榮鄉西林路8鄰114號(西林國民小學運動場旁),自動站,東部,1995/4/23,2010/6/30,花蓮縣,121.417849,23.806813,160,因擴充為氣象站，於2010/7/1升級為(C0T900)站。,,C0T900,已撤站
C1T910,東壙,萬榮鄉西林村1-1號(榮民工程處蔣公銅像旁),自動站,東部,1995/4/23,2017/7/24,花蓮縣,121.404706,23.853572,653,因道路中斷久未修復，⾃2005年起暫時停⽌觀測。,,,已撤站
C1T920,中興,壽豐鄉中興大橋橋頭旁,自動站,東部,1995/4/1,,花蓮縣,121.498653,23.769503,68,本站於2017/4/13起進⾏儀器汰換，於2017/12/1完成驗收。,,,運行中
C1T930,鳳林,鳳林鎮鳳智里中正路2段1號(鳳林國民小學後方鐵道旁),自動站,東部,1995/4/23,2017/5/4,花蓮縣,121.445619,23.743603,130,因移位及升級，本站於2017/5/4起進⾏儀器汰換，於2017/6/3變更為(C0Z160)站。,,C0Z160,已撤站
C1T940,大觀,萬榮鄉(往臺16線過管制哨約12k處),自動站,東部,1995/4/23,,花蓮縣,121.373133,23.714206,539,本站於2017/5/9起進⾏儀器汰換，於2017/6/3完成驗收。,,,運行中
C1T950,太安,萬榮鄉太田事業區128林班地(馬太鞍苗圃),自動站,東部,1995/4/19,,花蓮縣,121.370128,23.666719,1050,本站於2017/4/17起進⾏儀器汰換，於2017/6/3完成驗收。,,,運行中
C1T970,大農,光復鄉花蓮糖廠之大農農場內(大農段691號),自動站,東部,1995/4/23,,花蓮縣,121.413331,23.615233,183,本站於2017/4/29起進⾏儀器汰換，於2017/6/3完成驗收。,,,運行中
C1T980,龍澗,秀林鄉龍澗發電廠旁,自動站,東部,1995/4/1,,花蓮縣,121.411328,24.023289,1306,本站於2017/8/8起進⾏儀器汰換，於2017/12/1完成驗收。,,,運行中
C1T990,高寮,玉里鎮觀音里15鄰9號(觀音國民小學校園內),自動站,東部,1997/4/19,,花蓮縣,121.356808,23.394239,128,本站於2017/8/16起進⾏儀器汰換，於2017/12/1完成驗收。,,,運行中
C1TA00,太魯閣,秀林鄉富世291號（太魯閣國家公園管理處內）,自動站,東部,2018/8/6,,花蓮縣,121.6236,24.15773,94,,,,運行中
C1U500,牛鬥,大同鄉,自動站,東部,1974/7/1,1996/1/1,,,,,,,,已撤站
C1U501,牛鬥,大同鄉牛鬥地區,自動站,東部,1995/5/19,,宜蘭縣,121.573656,24.637836,280,原(C1U500)站因儀器汰換，於1996/1/1更變為(C1U501)站。本站於2017/11/8進⾏儀器汰換，於2018/3/23完成驗收。,C1U500,,運行中
C1U511,古魯,大同鄉(羅東事業區第58林班內),自動站,東部,1995/5/19,2018/2/23,宜蘭縣,121.671639,24.571639,492,原(C1U510)站因儀器汰換，於1996/1/1更變為(C1U511)站。,C1U510,,已撤站
C1U521,雙連埤,員山鄉雙連埤地區(需徒步20分鐘),自動站,東部,1995/3/28,2010/6/30,宜蘭縣,121.641246,24.75291,517,因擴充為氣象站，於2010/7/1升級為(C0U520)站。,C1U520,C0U520,已撤站
C1U580,北關,頭城鎮(北關海防班哨旁),自動站,東部,1995/4/26,2017/10/21,宜蘭縣,121.873428,24.907222,8,原(C1U580)站因移位，於2017/12/1變更為(C1U880)站。,,C1U880,已撤站
C1U590,頭城,頭城鎮新建里新興路111號(頭城家商操場角落),自動站,東部,1995/4/26,2015/5/14,宜蘭縣,121.814639,24.851928,6,,,,已撤站
C1U610,大礁溪,礁溪鄉二結村1鄰9-1號(國立宜蘭大學實驗林場),自動站,東部,1995/4/26,2017/10/18,宜蘭縣,121.678333,24.785958,268,原(C1U610)站因移位升氣，於2017/12/1變更為(C0U870)站。,,,已撤站
C1U620,壯圍,壯圍鄉壯五路40號(壯圍國民小學操場旁),自動站,東部,1995/4/26,2010/6/30,宜蘭縣,121.789573,24.743742,17,因擴充為氣象站，於2010/7/1升級為(C0U620)站。,,C0U620,已撤站
C1U630,再連,員山鄉內城湖旁之山上果園,自動站,東部,1995/5/19,2017/10/20,宜蘭縣,121.679411,24.715053,140,原(C1U630)站因移位升氣並更名，於2017/12/1變更為(C0U900)站。,,C0U900,已撤站
C1U660,三星,三星鄉月眉街(三星鄉運動公園),自動站,東部,1995/5/19,2017/11/3,宜蘭縣,121.6544,24.670636,103,原(C1U660)站因移位升氣，於2017/12/1變更為(C0U890)站。,,C0U890,已撤站
C1U670,寒溪,冬山鄉大進村大進七路51號(大進國民小學校園內),自動站,東部,1995/5/19,,宜蘭縣,121.71691,24.634,105,本站於2017/10/11進⾏儀器汰換，於2017/12/1完成驗收。,,,運行中
C1U680,冬山,冬山鄉南興村照安路26號(冬山國民中學內),自動站,東部,1996/7/28,2010/6/30,宜蘭縣,121.793456,24.632352,22,因擴充為氣象站，於2010/7/1升級為(C0U680)站。,,C0U680,已撤站
C1U690,新寮,冬山鄉中山瀑布附近,自動站,東部,1995/5/19,2022/12/1,宜蘭縣,121.751267,24.625561,101,本站於2017/10/11進⾏儀器汰換，於2017/12/1完成驗收。,,,已撤站
C1U700,土場,大同鄉太平山遊樂區售票口前方250公尺路旁,自動站,東部,1995/7/28,2009/10/6,宜蘭縣,121.497081,24.572378,370,,,,已撤站
C1U720,南山,大同鄉南山村4鄰埤南巷31-3號(南山國民小學內),自動站,東部,1995/5/19,2017/11/17,宜蘭縣,121.381669,24.437419,1260,本站於2017/11/17進⾏儀器汰換。因擴充為氣象站，於2018/3/23升級為(C0U720)站。,,C0U720,已撤站
C1U830,烏石鼻,蘇澳鎮之烏石鼻(南澳事業區第10鄰班地上),自動站,東部,2010/12/26,2021/12/16,宜蘭縣,121.839383,24.482681,618,本站於2017/12/20進⾏儀器汰換，於2018/3/23完成驗收。,,,已撤站
C1U840,東澳嶺,南澳鄉,自動站,東部,2011/6/9,,宜蘭縣,121.8485,24.5378,750,本站於2017/12/18進⾏儀器汰換，於2018/3/23完成驗收。,,,運行中
C1U850,觀音海岸,南澳鄉之林務局羅東林區管理處和平事業區91林班,自動站,東部,2011/6/9,,宜蘭縣,121.77856,24.38319,665,本站於2017/10/26進⾏儀器汰換，於2017/12/1完成驗收。,,,運行中
C1U860,頭城,頭城鎮協天路468號(中華電信頭城海纜站內),自動站,東部,2015/5/15,2017/10/21,宜蘭縣,121.830797,24.853233,5,原(C1U860)站因移位升氣，於2017/12/1變更為(C0U860)站。,,C0U860,已撤站
C1U880,北關,頭城鎮濱海路三段(北關梗枋漁港北側路邊),自動站,東部,2017/12/1,2022/9/14,宜蘭縣,121.87188,24.90651,8,原(C1U580)站因移位，於2017/12/1變更為(C1U880)站。原(C1U880)站因擴充為氣象站，於2022/9/19升級為(C0U880)站。,C1U580,C0U880,已撤站
C1U920,思源,大同鄉與臺中市和平區交界之羅葉尾山步道邊(大甲溪事業區40林班內),自動站,東部,2018/3/23,,宜蘭縣,121.347214,24.393125,2085,,,,運行中
C1U930,粉鳥林,蘇澳鎮東澳里東澳路69號(粉鳥林安檢所樓頂),自動站,東部,2022/3/14,,宜蘭縣,121.842479,24.497088,5,,,,運行中
C1V160,達卡努瓦,那瑪夏區達卡努瓦里,自動站,南部,1992/1/21,,⾼雄市,120.705319,23.279811,1040,原名為⺠⽣(達卡努⽡)，於2015/10/13更名為達卡努⽡。本站於2015/10/13起進⾏儀器汰換，並於2015/12/31完成驗收。,,,運行中
C1V170,排雲,桃源區排雲山莊往南峰方向步行約6小時(登山口-8.5k排雲山莊-1.5k測站),自動站,南部,1992/2/1,,⾼雄市,120.954147,23.463619,3690,本站於2015/11/3起進⾏儀器汰換，並於2015/12/31完成驗收。,,,運行中
C1V180,大寮,大寮區琉球里農場路12-1號(大寮農場),自動站,南部,1992/1/22,2013/6/13,⾼雄市,120.431958,22.610011,24,,,,已撤站
C1V190,南天池,桃源區長春祠旁之步道步行約50分鐘,自動站,南部,1992/1/21,,⾼雄市,120.91176,23.27403,2700,本站於2015/10/26起進⾏儀器汰換，並於2015/12/31完成驗收。,,,運行中
C1V200,梅山,桃源區梅山里(梅山口遊客中心旁道路步行約10分鐘),自動站,南部,1992/1/21,,⾼雄市,120.823556,23.268447,870,本站於2013/2/27進⾏儀器汰換，並於2013/4/18完成驗收。,,,運行中
C1V210,復興,桃源區復興里復興巷1鄰15號,自動站,南部,1992/1/21,2013/3/8,⾼雄市,120.805882,23.222405,700,因擴充為氣象站，於2013/3/18升級為(C0V210)站，於2013/4/18完成驗收。,,C0V210,已撤站
